type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,award,uiLink,baseType,archiveDate,organizationType,fullParentPathCode,active,fullParentPathName,Queried_NAICS,typeOfSetAside,additionalInfoLink,resourceLinks
Solicitation,Atlantic Intracoastal Waterway (AIWW) Snows Cut Shoreline Erosion Bank Stabilization,Not Specified,,,W912PM26BA001,,Total Small Business Set-Aside (FAR 19.5),2026-06-29T13:00:00-04:00,2026-05-29,237990,,https://sam.gov/workspace/contract/opp/03096beb9ce84524928192243f0cf524/view,Solicitation,2027-05-29,OFFICE,021.2100.USACE.SAD.SAW.W912PM,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST WILMINGTON.W074 ENDIST WILMINGTON,237990,SBA,,
Solicitation,Z--Ste. Genevieve National Historical Park - Well Dec,"CRYSTAL CTY, Missouri",,,140P6026Q0031,,Total Small Business Set-Aside (FAR 19.5),2026-06-05T10:00:00-05:00,2026-05-28,237110,,https://sam.gov/workspace/contract/opp/7cc330541f524d239d24019ebbce8f1c/view,Solicitation,2026-06-20,OFFICE,014.1443.140P60,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",237110,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1f8d20451a854fb2b84c4b0251d33cb9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/319e769d13094f7286a6fcba7da42c39/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4ad922ae890f4c0096425cf84e4a4d97/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b8a98138f204c0faab6aff9ddb081e7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9f320afc57ce4a0abe6eaa70814d34fa/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b0faf3aaf6ca4100a2f896cecc624995/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d335717cf96d4c6a80a330de623bb12f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f5eb29b6d90440d6aaebc3cb62a5c827/download']"
Solicitation,Repair Ft. Griffin Ave (Phase 5),"Goodfellow AFB, Texas",,,FA303026R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T09:00:00-05:00,2026-05-28,237310,,https://sam.gov/workspace/contract/opp/66ecf32ce31a452f9a02bd89b0307e32/view,Solicitation,2026-06-23,OFFICE,057.5700.AETC.FA3030,Yes,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3030  17 CONS CC,237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2be4cd42908f44f9b39d1c32b7a53647/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3f3cd36d62f04cbfa345f495212d7992/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/78b877b9219f4bb7bef65bb90ce89668/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9bc3178358cf45bc9073fa6527c3df2a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a49effec56a8422782c2884171907976/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/abcc89071176490589dcf7c177e141c3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adff8983f3984af9b395e895c7737762/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c3e1360b835f4ff0b1d58069e74b2620/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c51df90805024146ab325a4aa480ff0f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d6b41de7a8144a20b12fbc602d01d2a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d9748315740e42efba2c876bce4e11ee/download']"
Solicitation,656-26-702  EHRM DDPO 2.0,"Saint Cloud, Minnesota",,,36C26326B0028-0003,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-08T10:00:00-05:00,2026-05-29,238210,,https://sam.gov/workspace/contract/opp/30bcd822c62b43378a645c917c5f3158/view,Presolicitation,2026-12-31,OFFICE,036.3600.36C263,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",238210,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/24de0e0e13124bcda3686d7807f2b3ac/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7e9034152ded4539958c4eba4da4fd95/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e75238f76f0c4f1aa3444f4aef3e3cdf/download']"
Solicitation,"West Shore Lake Pontchartrain, Louisiana, Hurricane and Storm Damage Risk Reduction Project, WSLP-103A Levee, Floodwall and Gate, Sta. 819+87 B/L to Sta. 827+95 B/L, St. John the Baptist Parish, Louisiana ED 24-025","New Orleans, Louisiana",,,W912P826BA041,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T11:00:00-05:00,2026-05-29,237990,,https://sam.gov/workspace/contract/opp/bd809c76dd21484e9d8e1101e7c9c7c7/view,Solicitation,2026-06-24,OFFICE,021.2100.USACE.MVD.MVN.W912P8,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST NEW ORLEANS.W07V ENDIST NEW ORLEANS,237990,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/674aefdf4ec74bb08cf19921e5d5f494/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/86607a56fb0143e0a30f7e54ef635fa0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ad6c4b00b96d4e7d8e159245289763a0/download']"
Solicitation,618-26-702 EHRM Install DDPO 2,"Minneapolis, Minnesota",,,36C26326B0030-0004,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-09T10:00:00-05:00,2026-05-29,238210,,https://sam.gov/workspace/contract/opp/7cd1e233272f4d11a74c1efebdb2bdb1/view,Presolicitation,2026-12-31,OFFICE,036.3600.36C263,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",238210,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2e29cb53f6224317a1bf3e78abf90753/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7dcabbfff543409ba21a1ccd747eb793/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c8e3d583f7c042ee9c38888870eeeac7/download']"
Solicitation,618-26-702 EHRM Install DDPO 2,"Minneapolis, Minnesota",,,36C26326B0030-0003,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-09T10:00:00-05:00,2026-05-28,238210,,https://sam.gov/workspace/contract/opp/55d04e896e3242b9811a01c633bdf9d2/view,Presolicitation,2026-12-31,OFFICE,036.3600.36C263,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",238210,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3dcf09f6e030459ba3b3c4ad6f38fcdf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6eced8b22d834170b7c8490246c0e5f0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b9b006d9e09243b4b003b57b0075346d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e82d1a2c6e9d40228dabbfe93b741a5c/download']"
Solicitation,"Grade and Pave, Lassen Volcanic NP",Not Specified,,,140P8426Q0035,,Total Small Business Set-Aside (FAR 19.5),2026-06-12T17:00:00-07:00,2026-05-29,237310,,https://sam.gov/workspace/contract/opp/f5b13602ac214037abaa3610f794dd31/view,Solicitation,2026-06-27,OFFICE,014.1443.140P85,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR SF/SEA MABO(85000)",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0ba01fb2535640edb734848082493ef0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/676d2a1c18d44fa9ab0b247ee231e51e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b0069b2850374eafa0388040ff41bf0d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c485a638d826487db33207a2900e20fe/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e41a9b79d7e9484a914b720c21c4c928/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fc59aed733a849219a8a159dec3950cc/download']"
Solicitation,CT SWITCHGEAR REPLACEMENT STAMPEDE PP,Not Specified,,,140R2026R0007,,Total Small Business Set-Aside (FAR 19.5),2026-06-27T17:00:00-07:00,2026-05-28,238210,,https://sam.gov/workspace/contract/opp/31ef852b13814a03a3ada76b2f3d2a19/view,Sources Sought,2026-07-12,OFFICE,014.1425.140R20,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.MP-REGIONAL OFFICE",238210,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b94f929c8a1d41d3ac4044eb69d50101/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/db531a7151754493be5d93373500a5a6/download']"
Solicitation,U.S. ARMY 63RD READINESS DIVISION MILCON ERCIP MICROGRID,Not Specified,,"$10,000,000 to $25,000,000 | Estimated Cost Range is between $10,000,000 to $25,000,000 | $45,000,000",W9123826RA016,,Total Small Business Set-Aside (FAR 19.5),2026-06-29T12:00:00-07:00,2026-06-03,237130,,https://sam.gov/workspace/contract/opp/dd310b2e11b744db93ff53811af64278/view,Solicitation,2027-05-28,OFFICE,021.2100.USACE.SPD.SPN.W912P7,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,237130,SBA,,
Presolicitation,Oregon/Washington Clamshell Maintenance Dredging 2026,Not Specified,,"$5,000,000 to $10,000,000 | $37 million | $5,000,000",W9127N26BA015,,Total Small Business Set-Aside (FAR 19.5),2026-06-04T14:30:00-07:00,2026-05-28,237990,,https://sam.gov/workspace/contract/opp/601ba3e4a05e4a238d37f1bf6088e475/view,Presolicitation,2026-06-19,OFFICE,021.2100.USACE.NWD.NWP.W9127N,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST PORTLAND.W071 ENDIST PORTLAND,237990,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/90932a80f1284808b79eb3896a70b80d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eb91b709da7a40f38ab3c7b4a992cc4d/download']"
Presolicitation,"Rail Curves Package 3 for MOTCO, CA","Concord, California",,"$6,000,000 and $9,000,000 | $6,000,000 | $9,000,000",W9123826BA011,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T10:00:00-07:00,2026-05-28,237990,,https://sam.gov/workspace/contract/opp/c7ece123e4ff49b7af348d815aaa46be/view,Sources Sought,2026-06-26,OFFICE,021.2100.USACE.SPD.SPK.W91238,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SACRAMENTO.W075 ENDIST SACRAMENTO,237990,SBA,,
Presolicitation,Z2DA--FY26 NRM  590-24-115 Public Address System,"Hampton, Virginia",,"$2,000,000 and $5,000,000 | $19 million | $2,000,000",36C24626R0067,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-13T09:00:00-04:00,2026-05-28,238210,{'awardee': {}},https://sam.gov/workspace/contract/opp/71a5a3c8e8134ea0b9d736ced39cb57d/view,Presolicitation,2026-10-20,OFFICE,036.3600.36C246,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.246-NETWORK CONTRACTING OFFICE 6 (36C246)",238210,SDVOSBC,,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8923c8ae07794336b3c5cdcfd2dbda30/download']
Presolicitation,"Y--Beresford Substation Stage 11, South Dakota",Not Specified,,,89503426BWA000068,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T15:30:00-05:00,2026-05-29,237130,,https://sam.gov/workspace/contract/opp/a714afc3bd87454f95d27e77d19cd281/view,Presolicitation,2026-07-30,OFFICE,089.8900.895034,Yes,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.WESTERN-UPPER GREAT PLAINS REGION",237130,SBA,,
Presolicitation,"Storage Building Parking Lot Installation and Paving, Buffumville Lake, Charlton, MA",Not Specified,,"$100,000 and $250,000 | $100,000 | $250,000",W912WJ26QA119,,Total Small Business Set-Aside (FAR 19.5),,2026-05-29,237310,,https://sam.gov/workspace/contract/opp/594f96a31eed4b05b0e37d09a2ab1c1c/view,Presolicitation,2026-06-20,OFFICE,021.2100.USACE.NAD.NAE.W912WJ,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST NEW ENGLAND.W2SD ENDIST NEW ENGLAND,237310,SBA,,
Presolicitation,Conemaugh Dam Gantry Crane Machinery Housing Roof Replacement,"Saltsburg, Pennsylvania",,"$45,000,000.00",W911WN26BA008,,Total Small Business Set-Aside (FAR 19.5),,2026-05-29,237990,,https://sam.gov/workspace/contract/opp/f4abe79810544ceea4c7ba954cd9ab56/view,Presolicitation,2026-06-30,OFFICE,021.2100.USACE.LRD.LRP.W911WN,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,237990,SBA,,
Presolicitation,Levee Repair at MRLS L246,Not Specified,,"$1,000,000 and $5,000,000 | $1,000,000 | $5,000,000",PANNWD26P0000028054,,Total Small Business Set-Aside (FAR 19.5),,2026-05-28,237990,,https://sam.gov/workspace/contract/opp/10cbe47ec5c645bf8eb91ac3ed1eb296/view,Presolicitation,2027-05-28,OFFICE,021.2100.USACE.NWD.NWK.W912DQ,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,237990,SBA,,
Solicitation,Z--Trail Replacement,Not Specified,,,140P6426B0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T12:00:00-04:00,2026-06-01,237990,,https://sam.gov/workspace/contract/opp/d447146650e347a59f1ddd954182204a/view,Solicitation,2026-09-30,OFFICE,014.1443.140P64,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",237990,SBA,,
Solicitation,VA-RAPPAHANNOCK RIV NWR-WELL DRILLING,Not Specified,,,140FC226Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T12:00:00-04:00,2026-06-01,237110,,https://sam.gov/workspace/contract/opp/85c26bf0a65c405a824c807e369747f5/view,Solicitation,2026-07-08,OFFICE,014.1448.140FC3,Yes,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 3",237110,SBA,,
Presolicitation,Absecon Island Outfalls Repair,Not Specified,,,W912BU26BA026,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T14:00:00-04:00,2026-06-01,237990,,https://sam.gov/workspace/contract/opp/b7578d12ae114e5ba59609a8613b0c9b/view,Presolicitation,2027-06-01,OFFICE,021.2100.USACE.NAD.NAP.W912BU,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,237990,SBA,,
Solicitation,"Memphis National Cemetery, National Shrine Project","Memphis, Tennessee",,,36C78626B0019,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-12T15:00:00-05:00,2026-06-01,237990,,https://sam.gov/workspace/contract/opp/ca569f661bfc40b4a6c019bd97cf3d16/view,Solicitation,2026-08-03,OFFICE,036.3600.36C786,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",237990,SDVOSBC,,
Solicitation,North Texas Hospital Patient Porters,"San Antonio, Texas",,,36C25726Q0551,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-15T10:00:00-05:00,2026-06-01,561210,,https://sam.gov/workspace/contract/opp/887df0832b4543af87408693565bae6b/view,Solicitation,2026-06-30,OFFICE,036.3600.36C257,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.257-NETWORK CONTRACT OFFICE 17 (36C257)",561210,SDVOSBC,,
Solicitation,"Base Operations Support Contract (BOSC) for Naval Air Weapons Station (NAWS) China Lake, California and Other Locations as Approved",Not Specified,,$47 million,N6247326R9953,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T14:00:00-07:00,2026-06-01,561210,,https://sam.gov/workspace/contract/opp/dffe8945885742fa8d7e016728bf7941/view,Solicitation,2027-06-01,OFFICE,017.1700.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SW.N62473,Yes,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SOUTHWEST SW.NAVFACSYSCOM SOUTHWEST,561210,SBA,,
Presolicitation,Z--NIFC 410B RSC FIRE ALARM REPLACE,Not Specified,,$19M,140L3726R0006,,Total Small Business Set-Aside (FAR 19.5),2026-08-28T17:00:00-06:00,2026-06-01,238210,,https://sam.gov/workspace/contract/opp/49dca8bce3ec4c11a4c1390b14fb16db/view,Presolicitation,2026-09-30,OFFICE,014.1422.140L37,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.NATIONAL INTERAGENCY FIRE CENTER",238210,SBA,,
Presolicitation,FY26 Brunswick Inner Harbor Dredging Project,Not Specified,,,W912HN26BA008,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T13:00:00-04:00,2026-06-02,237990,,https://sam.gov/workspace/contract/opp/c959aa99ccfd4996ba6c47c04f4e5324/view,Presolicitation,2027-06-02,OFFICE,021.2100.USACE.SAD.SAS.W912HN,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,237990,SBA,,
Solicitation,FORT HOWES WATER STORAGE TANK,Not Specified,,,140L3626Q0032,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T17:00:00-06:00,2026-06-02,237110,,https://sam.gov/workspace/contract/opp/d55bf8ae042544b4bd505a7f0586151d/view,Solicitation,2026-07-30,OFFICE,014.1422.140L36,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",237110,SBA,,
Solicitation,Z--ZION- Crawford Dam Removal and Diversion,Not Specified,,,140P6426B0008,,Total Small Business Set-Aside (FAR 19.5),2026-07-08T12:00:00-04:00,2026-06-02,237990,,https://sam.gov/workspace/contract/opp/139f0a92ba8f47a5b0602373141a1438/view,Solicitation,2026-09-30,OFFICE,014.1443.140P64,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",237990,SBA,,
Presolicitation,Repair Carswell Ave.,"DWG, Texas",,,FA301626FB0001,,Women-Owned Small Business,2026-06-17T12:00:00-05:00,2026-06-02,237310,,https://sam.gov/workspace/contract/opp/66130fb15e8d4691b3250d9416a65f12/view,Presolicitation,2026-07-02,OFFICE,057.5700.AETC.JBSA.FA3016,Yes,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.JOINT BASE SAN ANTONIO.FA3016  502 CONS CL,237310,WOSB,,
Presolicitation,Z1DA--Project No. 552-26-202 - Replace Overhead Paging System,Not Specified,,,36C25026B0050,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-17T10:00:00-04:00,2026-06-02,238210,{'awardee': {}},https://sam.gov/workspace/contract/opp/19a1cbc6d59c40ffb47bc3915e8da3ab/view,Presolicitation,2026-09-05,OFFICE,036.3600.36C250,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.250-NETWORK CONTRACT OFFICE 10 (36C250)",238210,SDVOSBC,,
Solicitation,Range 13 ARF Upgrade,Not Specified,,,W91RUS26RA009,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-16T12:00:00-07:00,2026-06-02,237990,,https://sam.gov/workspace/contract/opp/24e45d1854ec4aa28e45b27c7acc71b4/view,Solicitation,2027-06-02,OFFICE,021.2100.AMC.ACC.ACC-CTRS.ACC-APG.W91RUS,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG CONT CT SW SECTOR,237990,SDVOSBC,,
Solicitation,Crains Island Stage 3,Not Specified,,,W912P926BA007,,Total Small Business Set-Aside (FAR 19.5),2026-07-07T10:00:00-06:00,2026-06-03,237990,,https://sam.gov/workspace/contract/opp/5effa5821fb14ebe96ed596bba0147b9/view,Presolicitation,2027-06-03,OFFICE,021.2100.USACE.MVD.MVS.W912P9,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST ST LOUIS.W07V ENDIST ST LOUIS,237990,SBA,,
Solicitation,GC26 FIRE ALARM SYSTEM REPLACEMENT,Not Specified,,,140R4026R0010,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T12:00:00-06:00,2026-06-03,238210,,https://sam.gov/workspace/contract/opp/726732a482d1413db5285bf4858f7953/view,Sources Sought,2026-07-25,OFFICE,014.1425.140R40,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.UPPER COLORADO REGIONAL OFFICE",238210,SBA,,
Presolicitation,Install 4 Corners Hydraulics at Dashields Locks and Dam,Not Specified,,"$45,000,000.00",W911WN26RA011,,Total Small Business Set-Aside (FAR 19.5),2026-06-18T17:00:00-04:00,2026-06-03,237990,,https://sam.gov/workspace/contract/opp/e362ca114d5a466cba1309d97834d546/view,Presolicitation,2027-06-03,OFFICE,021.2100.USACE.LRD.LRP.W911WN,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,237990,SBA,,
Presolicitation,Z--WACO Emergency Generator,"Waco, Texas",,"$25,000 and $100,000 | $25,000 | $100,000",140P6026Q0052,,Total Small Business Set-Aside (FAR 19.5),2026-06-18T12:00:00-05:00,2026-06-03,238210,,https://sam.gov/workspace/contract/opp/49fa717e928c48f7ab1f9d7edc4e0d46/view,Presolicitation,2026-07-03,OFFICE,014.1443.140P60,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",238210,SBA,,
